D3_inulin	D3_control	D2_xos	D2_inulin	D2_control	PCR_blank	D8_xos	D8_inulin	D8_control	D7_xos	D1_xos	D7_inulin	D7_control	D6_xos	D6_inulin	D6_control	D5_xos	D5_inulin	D5_control	D4_xos	D4_inulin	D1_inulin	D1_control	D4_control	D3_xos
EC:2.7.7.83	1119	1351	609	1726	610	382	119	410	5069	704	595	272	909	832	268	697	599	408	732	433	288	269	236	4853	590
EC:2.7.7.85	38771.1	36123.05	40509.99	39262.32	47819.14	12285.04	26629.1	37686.7	72212.8	24951.55	24314.03	21212.51	53692.04	40371.73	41143.39	35833.82	43902.48	40736.26	90163.36	25243.08	15215.33	10434.17	20383.5	63416.07	19163.66
EC:2.7.7.87	66062.88	66080.03	65526.4	61214.17	75384.89	20007.49	64689.81	76244.87	81829.83	59885.34	75917.84	49134.29	96335.1	68596.62	84968.15	65414.53	73519.54	69518.68	120582.15	72121.86	61907.49	62083.05	62039.03	83511.76	42064.4
EC:2.7.7.9	52627.94	55107.88	48814.97	31114.34	53115.72	20939.63	57520.86	56353.36	41762.48	46193.46	71829.36	35992.09	60613.85	80107.25	102471.89	67794.45	53290.22	47811.84	71563.44	83963.32	42737.56	35749.5	50293.1	64993.12	34553.21
EC:2.7.8.12	16611	21251	18464	11490.83	15336.5	5333	12861	27089	30276.33	13820	9848	10080	23908	13646.33	14953.83	13309	22362	38888	77647.67	15160	26656	4331	10732.2	21260.17	9313
EC:2.7.8.13	68302.21	68926.36	68648.57	63671.17	76230.06	20392.33	69680.64	80594.2	84024.33	60684.67	83148.84	49348.12	95309.26	70359.79	87448.48	66539.53	78762.2	71563.68	125437.82	77530.19	62710.49	64338.21	65039.7	85190.09	44261.23
EC:2.7.8.14	3014.66	5784	2749.34	2628.49	5304.34	809.34	3004.66	10759.16	3293.67	3401.66	13800	3110	5874.66	3119.67	6066.83	3898.66	11582.66	20513.66	46485.34	2593	20854.34	4503.66	5347.25	6331.83	2348
EC:2.7.8.15	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:2.7.8.20	23198.83	30250.92	13895.95	11570.5	18412.18	11956.4	23364.69	39407.89	15027.87	18922.53	22828.83	17762	37337.8	54080.08	72723.62	43881.55	36522.65	38186.39	72590.59	38222.73	24696.53	12728.4	11771.18	23800.12	14379.7
EC:2.7.8.24	18	0	0	0	0	0	0	10	45	0	0	0	3.5	22	0	27	0	0	13	11	9	0	0	63	0
EC:2.7.8.26	43811.22	46004.41	31385.4	37929.57	44418.04	12631.26	29011.29	44462.19	60736.97	36021.39	23664.01	21474.62	59027.73	39971.75	42627.6	44527.19	42202.06	31022	63391.6	46438.71	28802.39	35651.73	25940.79	49599.99	25582.73
EC:2.7.8.28	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:2.7.8.33	30369	33392.59	32373.37	20548.6	26664.02	10077.82	38757.43	40200.22	16118.29	25446.94	56595.08	21112.41	35823.45	42120	58634.76	35971.01	38561.14	44892.56	68730.1	49524.89	40154.43	15841.06	20467.83	28317.32	19491.66
EC:2.7.8.36	881	1156	1300	661	1654	301	1929	3156	122	336	3923	422	381	425	1302	361	410	491	588	784	445	7691	4927	777	959
EC:2.7.8.37	45616.68	62862.84	8892.8	13375.68	24501.32	19247	27171.36	55358.16	12359.36	41770.32	11322.32	27463	62204	63472.2	88216.2	72166	48028	44857.16	70623.16	113262.32	134966.32	25373	13021.32	39111.2	31965
EC:2.7.8.38	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:2.7.8.39	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:2.7.8.41	19696.53	16628.33	25849.82	30210.4	18524.37	4638.19	30285.88	17936.73	29073.85	16312.78	44684.75	14139.58	24958.11	24505.12	33285.18	18381.93	20649.66	14479	16388.44	21719.13	9369.1	20669.06	24282.27	28840.13	13968.03
EC:2.7.8.5	69863.72	68754.94	70258.08	68364.08	74846.61	19896.93	62754.01	65295.69	81374.72	58831.5	76002.9	44586.04	90323.4	65872.93	82074.58	60481.09	71927.06	71478.83	119097.59	81222.08	78682.3	33712.05	40214.48	87498.27	44805.15
EC:2.7.8.6	2545.17	5324.79	2891.95	1124	2244.75	635.33	4384.41	12240.29	2898.67	1266.33	2209	1523.33	3677.84	3044.55	5939.38	3289.25	6655.75	16160.46	32276.96	1834.33	2380	11461.67	10993.58	1876.22	2026.83
EC:2.7.8.7	36205.45	37418.33	38545.78	26562.51	33952.19	13135.34	45451.2	37962.65	34881.12	33427.6	61284.47	24856.67	45340.31	45506.05	57964.14	39965.78	40779.18	36259.51	56257.36	55522.08	44402.83	28087.58	33656.49	37911.2	23946.23
EC:2.7.8.8	41855.19	42452.24	34179.83	38230.9	45816.84	11007.91	33389.24	47772.64	45295.37	40258.61	26154.01	34048.37	62507.38	37386.05	46111.35	39644.37	42272.22	32601.58	58575.25	47774.91	34399.31	52260.5	52132.64	41235.16	27293.2
EC:2.7.9.1	40898.78	40554.61	46203.5	45339.7	61949.84	12769.88	34347.44	52481.15	75721.51	38811.23	31305.08	34282.24	78548.69	35568.52	36507.15	36263.97	49803.36	45122.12	96019.36	29933.4	42992.76	39899.18	36625.21	63017.37	25843.2
EC:2.7.9.2	14353.99	17083.62	5390.62	4487.84	8505.75	5408.33	9569.75	15419.29	3378.01	12417.49	5206.33	9211.33	16846.34	17544.55	23315.55	19760.75	13755.75	13503.46	20836.96	28306.66	16073.66	17040.33	18483.41	12613.55	10556.66
EC:2.7.9.3	35645.65	36827.59	23556.01	32519.68	33938.53	10420.79	18636.91	26657.71	54104.61	23755.52	10317.64	14200.92	43213.64	29822.75	31082.65	34449.46	35297.38	25712.45	54479.2	45044.49	23456.49	9957.58	7318.84	42264.01	19547.09
EC:2.8.1.1	39037.63	49162.34	11021.92	13126.78	31650.24	15772.69	23156.54	42367.79	15666.94	33274.57	13568.3	22035.92	43389.69	49272.73	66721.23	53793.94	39030.29	36358.53	57543.18	86146.1	47058.14	28756.27	24710.32	32350.15	24592.03
EC:2.8.1.10	49094.35	47437.36	52360.01	48600.3	49978.23	13445.42	53491.12	46029.94	44717.14	40505.89	87225.57	32568.21	64014.44	39940.1	48724.86	39863.92	38249.89	36266.28	45377.96	59793.49	33331.78	26905.43	32574.74	48740.77	30846.9
EC:2.8.1.12	13559.17	16377.46	7206.95	3540.67	11030.08	6388	8246.09	14400.29	3237.34	11193.33	8858.33	7368	19747	18643.55	22640.05	17379.25	13357.75	12477.79	18377.29	28770.33	15645.33	16741	17948.98	9419.05	10616.3
EC:2.8.1.2	27067.46	32485.88	8622.97	8812.11	26390.16	10887.69	16356.45	28720.5	8515.6	22544.24	10326.97	15307.92	30304.19	33394.18	45333.18	36182.69	26921.54	25047.74	40016.89	58238.77	31896.81	22963.27	21481.74	19747.6	16787.53
EC:2.8.1.6	67310.47	61374.89	59341.91	68417.53	85896.36	19245	42840.04	61432.11	91669.87	53941.95	36976.27	44345.29	108386.17	58535.5	60363.01	59539.73	61699.62	47121.77	87478.73	62691.3	61479.32	54003.73	51019.32	86444.3	39304.94
EC:2.8.1.7	143788.15	146517.6	132249.3	124382.25	148086.66	46003.04	125175.29	150247	202666.73	109885.04	164974.59	85037.55	184545.86	156063.14	181760.35	146158.58	158975.64	141535.04	269023.03	148835.45	119552.38	91882.88	105669.85	190427.63	86267.96
EC:2.8.1.8	20082.9	24453.64	17306.65	11516.39	31039.87	8514.39	22452.91	35815.52	8045.38	28232.5	24292.07	26483.32	45606.25	30099.64	39977.14	28554.48	23284.25	21227.2	30815.1	33898.97	26178.36	48262.93	44974.41	16239.69	16898.54
EC:2.8.2.22	16401.57	3383.71	2700.57	3519.71	9840.29	1574.43	4260.43	3766.43	1909.86	4867	2548	4571	4982.29	4426.57	4059.71	5384.14	11405.43	9038.43	9923.29	1863.14	4817	5978.14	6132.14	5293.15	18749.14
EC:2.8.3.1	4225.02	6081.96	4660.84	3944.91	11010.23	1582.89	3828.87	11301.75	4732.62	2717.98	2007.81	1897.92	14127.39	4843.15	7208.08	5993.66	9183.21	17115.83	37844.68	5540.21	20734.15	1920.24	966.88	6109.17	2975.73
EC:2.8.3.10	2657.16	2239.46	1226.43	2447.48	6547.08	2062.17	3860.75	3955.29	1757.67	3030.99	1911.25	2799	11668.25	2993.55	2637.38	3769.51	3966.76	4948.79	7415.79	1196	1336.66	1125.33	1013.25	6330.21	1981.16
EC:2.8.3.12	380.66	323.34	236.34	382.34	2798	132	190	328	421	426.66	224	166	7380	1008	640	1543.34	801.34	1824	3215	301	372.66	244.66	558	764.66	448.66
EC:2.8.3.16	12205.17	16966.67	2117.83	3111.34	5051.33	5338.67	8898.01	12615	2667.17	10036.83	7032.33	6660.33	12914.33	15007.5	20049	15396.5	11357.66	10411.67	16933	27680.16	15222.66	5791.66	3381	8661	8720.83
EC:2.8.3.17	29	15	0	69	243	0	0	0	60	0	0	0	0	20	0	23	89	174	666	0	0	0	0	14	0
EC:2.8.3.18	2702.67	1547.42	2580.75	1368.25	5724.67	742.33	1480.41	1563.25	1232.67	1796.08	1084.25	2527.83	7626.59	2064.25	1842.5	2879.58	1473	2099.34	3881.17	1163.83	574.25	336.75	363.83	1105.42	1218.08
EC:2.8.3.19	11978.67	16172.34	3662	3697.67	8291	4833	10204.34	12312.5	4358.34	10943.33	7466.33	6679	15908	15229	20705.67	16358.33	14036.83	10849	16938	30707.33	15452.33	5754.33	3295.33	9340	7816
EC:2.8.3.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
EC:2.8.3.21	11337.17	15813.84	2042	2926.67	5141	4714.5	6590.84	12498.21	2923.84	10251.83	2742.83	6644.5	13903.5	15556	21074.67	17570.33	11681.33	10529.5	16542	27684.33	15234.83	5712.83	3163.83	8627	7704.5
EC:2.8.3.5	759.5	728.24	741.4	583	2927.16	606	2118.5	5057.16	1099.5	613.5	515	423	6275	2736.6	3316.76	5064.34	1542.84	2061.58	3871.58	667.5	288	623.34	410.5	1493.1	566.5
EC:2.8.3.6	146	252.24	59.9	0	203.16	0	649.5	2225.16	0	0	88	0	145	625.1	526.76	123.84	1077.84	1399.58	2218.58	144	0	121.34	32.5	245.1	0
EC:2.8.3.8	14545.33	18473.18	6195.78	6441.45	17951.34	6513.34	10869.5	15219.92	8418.34	17625.15	5995.83	8213	27156.5	18946.84	24067.67	22577.17	16200.01	13194.66	22826.66	33200.99	35424.49	7686.49	12293.33	16365.82	9934.16
EC:2.8.3.9	3297.66	2955.84	4033.78	3145.78	11550.34	1750.34	4401.16	2571.92	5506	7199.82	3252.5	1374	11920.5	3768.84	3041	5297.84	4109.68	2275.66	6163.66	5026.66	1668.16	1408.16	9031	7048.82	1880.16
EC:2.8.4.1	66	9	627	207	1464	12	18	27	69	36	63	0	0	15	12	0	15	0	12	21	12	0	0	9	0
EC:2.8.4.2	0	0	0	0	0	0	15	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:2.8.4.3	63011.05	63753.57	65164.07	59859.57	73674.96	17943.6	61426.37	71788.27	80688.47	55973.47	75026.26	44695.45	92445.14	54452.59	64991.68	55188.35	66259.8	63245.58	108185.19	70887.79	60223.39	61465.64	62238.94	78792.32	42252.36
EC:2.8.4.4	41594.55	39086.57	43200.65	44781.9	58844.79	10554.18	34823.45	53167.44	72930.05	36102.89	27107.18	34058.37	71804.73	33300.5	36712.76	37839.69	47501.31	43669.58	89178.52	28256.13	41044.56	50153.65	46619.21	61202.49	26675.23
EC:2.8.4.5	41071.05	40137.11	48371.37	44486.57	61262.04	11991.51	35690.37	53084.32	75137.05	37800.23	30202.18	35800.7	73873.23	35177.62	35707.72	35120.1	47223.56	42851.79	88068.23	29518.8	41793.56	39533.65	40583.77	62089.94	25746.86
EC:2.9.1.1	18113.52	20561.04	14108.69	11444.41	20976.21	8182.89	18066.26	29323.5	16006.31	15365.49	6977.54	16625.12	33185.74	36202	48884.2	34337.31	27993.43	18603.74	38984.69	37897.29	19955.76	10358.22	9270.34	18469.53	11129.86
EC:3.1.1.1	4927.4	3614.5	13085.3	3691.8	15670.3	6097.2	6201.9	7141	2582.05	4333.5	11572.9	7346.2	14559.8	22989.4	25104.77	12642.7	4388.3	4628	7566.8	4308.6	2186.2	3054.7	6324.9	6833.1	3522.1
EC:3.1.1.11	15393.64	13271.02	22106.9	18936.1	49194.92	4967.86	17035.67	32172.28	7767.4	34595.46	15590.2	54225.8	53721.77	37716.76	53289.48	33489.41	18780.38	19731.88	31849.16	11233.02	29116.53	36865.32	39430.57	13540.23	14939.45
EC:3.1.1.17	201.75	706.75	0	0	0	15.5	0	11.5	0	4	15	0	142.25	22.25	6	0	0	31.5	7.5	0	0	0	0	8.5	111.75
EC:3.1.1.24	58.5	126.12	29.95	0	72.08	0	324.75	1112.58	0	0	44	0	72.5	312.55	263.38	61.92	519.42	699.79	941.29	72	0	60.67	16.25	122.55	0
EC:3.1.1.29	69025.71	70178.86	67546.57	63819.67	76818.06	20763.33	67840.14	78738.2	91559.33	62838.17	83298.84	49869.12	96579.76	70679.79	87009.48	67898.03	75551.2	70888.18	121835.32	73891.19	63013.99	64253.21	65042.7	86692.59	45583.73
EC:3.1.1.3	2768.12	2415.96	11489.21	1428.41	12609	3852.69	2835.27	2481.52	1712.92	1638.58	9710.31	1415.92	16920.19	8149.08	3819.08	1696.19	3587.54	3844.66	13538.48	3390.61	2293.65	890.77	8599.88	5217.5	2900.53
EC:3.1.1.31	46314.24	50746.09	42012.09	38953.44	45922.17	14311.7	46003	49914.37	42440.68	48557.16	69715.44	37649.52	60026.57	52925.37	71428.4	50335.79	46935.92	43707.44	71741.71	58403.68	55362.04	48834.23	47066.77	48320.12	31116.93
EC:3.1.1.32	13194.49	17361.46	3915.33	4304.8	10941.4	5163.12	9091.94	16183.29	4182.92	13838.83	12504.33	7796.75	16426.62	17132.54	25826.02	17661	14687.79	13932.49	18870.74	28807.66	15521.83	25446.07	17490.83	9465.13	8682
EC:3.1.1.4	13194.49	17361.46	3915.33	4304.8	10941.4	5163.12	9091.94	16183.29	4182.92	13838.83	12504.33	7796.75	16426.62	17132.54	25826.02	17661	14687.79	13932.49	18870.74	28807.66	15521.83	25446.07	17490.83	9465.13	8682
EC:3.1.1.41	3408.55	4749.12	3007.47	2327.27	3016.7	1338.42	2222.64	1734.45	13189.38	3935.08	1958.84	1386.79	4661.76	2760.68	1875.71	5069.22	2918.34	1889.56	5989.84	2111.61	2269.95	1322.44	2249.34	5015.77	3140.1
EC:3.1.1.45	22121.34	30908.3	3803.28	5483.34	9766.41	9211.67	13111.93	25712.83	5410.35	20439.99	5369.16	13066	24967	30364.72	41686.72	34331.25	23064.75	21357.46	33319.46	55243.16	29858.66	11066	6020.91	16867.72	14687.5
EC:3.1.1.5	37206.52	44891.88	24765.2	25162.11	18833.4	12496.48	34160.63	34856	28316.88	31275.55	48947.8	16476	38398.05	37244.66	51294.59	40305.74	32331.2	33334.07	41194.09	71283.7	35281.64	17638.89	18847.96	39966.76	24335.39
EC:3.1.1.53	48261.75	43495.23	76716.17	62391.02	117154.78	11089.18	76478.7	89980.09	21270.21	91038.06	91343.37	106652.78	125280.8	60296.05	89402.35	57120.09	56251.08	58303.14	69374.98	46561.64	61997.41	117780.19	122477.58	43063.64	44888.88
EC:3.1.1.61	6423.03	5418.54	6131.42	5247.06	13283.45	2266.27	4550.3	5211.71	10980.77	3665.11	3391.41	1789.5	8751.35	5618.83	4312.21	6145.4	6240.42	4153.62	10935.39	3439.3	2479.08	1683.48	5377.15	13192.96	2991.58
EC:3.1.1.73	35.5	65.5	15.33	0	38.33	0	74.5	226.83	0	0	28.5	0	46.5	106.17	95	20.67	152.67	185.67	294.17	48.5	0	14.67	0	87.17	0
EC:3.1.1.81	0	0	0	49	0	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:3.1.1.85	24590.74	28628.11	17472.74	15721.61	38084.71	7730.23	29974.79	47261.66	8161.32	35815.51	24402.81	39360.55	52295.59	31548.83	46143.55	31911.16	25578.28	25354.64	37743.17	35016.48	32373.89	47864.99	45935.05	18048.1	20510
EC:3.1.11.1	12853.17	15831.46	2190.95	3391.67	6308.08	4675	7309.09	13725.29	2933.34	10806.33	4250.33	6954	14074.5	15568.55	21618.05	17145.25	12709.75	11807.79	17689.29	27809.33	15552.33	16512	13812.58	8677.55	9655.5
EC:3.1.11.2	68203.21	67469.36	61415.57	62625.17	72071.56	18751.33	68235.64	77554.7	80904.83	60128.67	84365.84	49058.12	90197.26	66581.79	85860.48	64687.03	73109.7	70082.68	120114.32	71516.69	62673.99	74910.21	75572.8	82468.59	44940.23
EC:3.1.11.5	88354.29	98464.69	57797.41	62276.94	84736.12	30733.42	62129.44	102076.84	104313.64	80164.97	50887.53	59591.57	124160.89	101906.04	125370.43	106488.67	96716.37	87883.47	165682.52	117566.83	94029.95	71405.06	62136.06	104262.26	58065.47
EC:3.1.11.6	134573.25	135661.05	132590.64	124413.84	150836.45	40047.33	132452.12	154278.4	163742.99	119298.51	163930.18	97712.41	188151.18	139456.58	173270.96	131044.73	147810.57	140440.69	241061.97	145045.55	123593.48	116978.42	118777.07	167144.01	87107.63
EC:3.1.12.1	18621.9	16631.17	16904.59	14367.67	27030.52	5229.1	15849.78	21024.23	32801.93	12694.78	7255.33	6614.17	31135.95	13869.65	11152.61	16754.18	17264.75	11229.67	34559.94	13079.38	26650.35	15795.68	14344.52	34372.8	11249.37
EC:3.1.13.1	13035.17	15963.46	2322.95	3526.67	6763.08	4769	7380.09	13811.29	3083.34	10879.33	4334.33	7010	14235.5	16019.55	22170.05	17918.25	12910.75	11988.79	18166.29	27925.33	15631.33	16576	13855.58	8810.55	9813.5
EC:3.1.13.3	45891.71	44692.07	50026.2	48533	64408.81	14873.74	41574.47	59636.58	77070.24	42324.26	39914.26	40454.04	78515.85	51354.82	58692.85	46912.78	55168.29	50281.39	100600.36	31893.53	44143.16	43094.55	44338.2	72454.21	27680.9
EC:3.1.13.5	22021	24420.96	22042.7	17341	13038.42	6209.09	29927	22478.45	12584.42	18614.24	43609.08	13134.25	19955.91	19788.97	29362.46	19860.25	22777.91	20940.46	21009.96	44371.49	18432.83	11512.49	13923.67	17140.38	14850
EC:3.1.2.12	11072.17	15497.46	1908.95	2741.67	4913.08	4659.67	6681.09	13323.29	2722.01	10336.66	2692.33	6533	12496.5	15285.55	21116.05	17373.25	11715.75	10935.79	16983.29	27633.33	14929.33	5577	3018.58	8451.55	7352.5
EC:3.1.2.20	75	104	0	49	0	0	202	0	4	181	610	62	11	0	20	0	0	4	109.5	15	54	198	4130	0	48
EC:3.1.2.21	4406.86	4157.29	1018.9	2673.1	1930.3	2144.33	5260.57	5995.33	1383.46	4126.9	8153.58	4376.67	2440.22	15688.4	22193.8	10819.08	7621.4	6958.6	12477.4	1877.2	2003.6	2934.97	2945.16	4986.27	1651.37
EC:3.1.2.23	1723	284	184	299	891	80	244	123	105	107	96	137	202	175	155	70	850	740	531	83	236	177	199	105	1929
EC:3.1.2.26	43	18	0	77	41	89	0	155	88	82	0	48	1110	88	117	141	18	18	38	30	245	149	67	211	121
EC:3.1.2.28	11373.17	15941.96	2138.45	2887.17	5271.08	4634.5	6942.59	13486.29	2888.84	10185.83	2805.33	6602.5	12889	15796.05	21593.05	17513.25	12226.25	11234.29	17498.29	27748.83	15015.33	5640.5	3136.58	8572.55	7622
EC:3.1.2.4	13	9	2	10	11	14	20	9	9	6	2	14	616	307	198	584	3	6	19	6	9	11	219	10	15
EC:3.1.2.6	11114.17	15493.46	1913.95	2759.67	4974.08	4566	6701.09	13308.29	2736.34	10116.33	2694.33	6547	13172.5	15592.55	21302.05	17601.25	11778.75	10954.79	17362.29	27639.33	14946.33	5575	3243.58	8474.55	7371.5
EC:3.1.21.1	13035.17	15963.46	2316.95	3518.67	6651.08	4769	7380.09	13811.29	3044.34	10872.33	4334.33	7010	14225.5	16014.55	22170.05	17900.25	12889.75	11975.79	18142.29	27925.33	15623.33	16568	13850.58	8797.55	9809.5
EC:3.1.21.2	57183.45	60117.94	55778.99	52533.5	71361.63	18613.38	48078.45	66860.77	79533.29	49735.52	70366.86	46419.77	87617.61	64927.24	79668.67	61055.63	59819.67	56841.61	107192.32	61691.06	59187.06	50652.21	49554.52	76221.92	36124.93
EC:3.1.21.3	152255.58	163594.24	206471.41	198177.44	224243.73	45654.7	168322.09	230770.09	221039.3	203067.21	130758.3	182018.49	268666.37	196407.44	261767.62	192023.13	214303.49	225403.51	392195.14	159519.13	156952.59	182009.72	158136.33	217084.95	109181.15
EC:3.1.21.4	7709.22	7224.42	10720.56	7917.26	19320.83	2307.89	13823.51	20726.47	3835.87	17007.96	8189.03	18816.23	23204.26	10930.29	14028.98	12288.69	9657.22	7599.67	13593.1	5434.95	11082.46	12801.32	13349.15	6031.59	7603.83
EC:3.1.21.5	5630.12	6927.47	5103.96	4755.78	6769.8	2592.12	4008.02	3472.41	21912.23	7605.03	2304.3	3752.97	9553.62	5015.79	3227.15	7641.75	6853.89	3632.76	7160.13	2867.08	3910.7	1414.42	2033.6	21974.42	5030.32
EC:3.1.21.7	11072.17	15484.46	1908.95	2790.67	4908.08	4552	6883.09	13299.29	2688.34	10284.33	3302.33	6595	12507.5	15285.55	21124.05	16999.25	11715.75	10935.79	16987.96	27648.33	14983.33	5754	7148.58	8451.55	7400.5
EC:3.1.22.4	50382.07	55503.4	41968.74	34082.76	53438.01	15795.32	55861.39	60414.31	39873.3	54029.68	66222.45	43359.53	68110.25	52197.19	71360.05	55554.47	52134.67	46794.54	63027.4	81060.21	47319.64	61016.47	57107.69	54967.57	37412.8
EC:3.1.26.11	64232.16	65154.03	54159.49	66678.34	71524.55	19524.78	44464.19	61738.14	93287.66	53693.76	44172.09	41186.04	95423.63	66188.9	75714.02	62824.96	64922	49346.96	94479.68	62271.95	42359.32	51300.17	44164.7	74172.34	36277.73
EC:3.1.26.12	21714	23468.79	16619.37	15103.67	11004.25	5860.09	25585.67	18548.62	5280.09	18014.91	44245.08	8787.08	16299.91	18738.97	28620.63	19209.25	18869.91	20335.79	19980.96	41069.66	18272.83	21425.66	21109.5	16356.38	16290.83
EC:3.1.26.3	66936.11	67338.86	66174.17	62247.67	75310.86	19929.93	66483.94	77559.2	81752.53	59781.17	82498.64	48937.92	94440.36	69318.19	86365.68	64944.83	73487.4	69942.78	119822.12	72428.19	61872.19	63718.21	64437.1	83454.99	43575.53
EC:3.1.26.4	137354.58	139362.38	139183.76	127996.29	156855.04	44148.67	138887.38	161998.23	169612.51	127581.09	172325.11	106509.48	199318.16	158038.25	195978.55	141360.07	150749.67	142803.84	244555.97	149327.65	128207.25	131066.46	140683.44	174019.93	89498.8
EC:3.1.26.5	60728.71	62995.53	56522.66	52588.5	73063.4	19224.91	56687.22	74053.37	80085.25	52698.92	76793.59	47215.04	91539.18	66355.37	80717.4	62838.19	66803.2	62349.84	116593.65	61970.86	59320.16	51604.71	52014.28	77680.42	37075.4
EC:3.1.26.8	15180.95	17154.25	16038.96	9209.51	21905.52	7288.25	13683.95	22770.95	24522.2	14505.86	16547.89	12160.42	24384.4	27716.7	32637.13	22959.11	20052.02	27437.93	58039.95	9073.59	25967	6182.09	10044.4	33166.44	9580.73
EC:3.1.27.1	0	0	3	8	4	0	0	0	39	7	0	0	5	0	0	18	21	13	24	0	8	8	5	13	4
EC:3.1.27.6	58.5	139.12	29.95	64	85.08	242.67	868.75	2425.29	164.67	339.33	44	110	72.5	807.55	1192.38	2014.92	519.42	699.79	941.29	104	0	231.67	119.25	218.55	68.5
EC:3.1.27.9	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:3.1.3.1	38412.16	38929.6	52493.61	34667.15	74546.06	14900.69	47948.81	56312.49	13489.47	55701.46	87954.6	66707.47	95667.46	48863.89	68521.67	39325.2	39614.54	41925.1	51020.91	54015.95	45564.49	75857.14	66247.11	33147.71	33254.65
EC:3.1.3.10	11072.17	15484.46	1911.95	2749.67	4904.08	4552	6681.09	13299.29	2727.34	10110.33	2692.33	6533	12501.5	15285.55	21104.05	17017.25	11736.75	10948.79	17007.29	27633.33	14937.33	5564	3023.58	8464.55	7356.5
EC:3.1.3.11	75539.84	82951.91	52862	54042.94	80240.5	26791.1	56224.77	85783.73	81361.86	69358.06	42420.76	57206.23	112164.09	93396.37	116004.26	92025.19	80369.48	64427.54	117217.55	112040.78	68006.35	68472.91	65297.93	82040.81	48837.93
EC:3.1.3.12	15279.8	20112.04	6920.79	5998.18	11591.83	5907.24	12178.45	23842.29	5550.07	20154.37	12986.57	12563.45	21129.35	21533.65	30062.89	22884.55	18101.28	14897.45	21111.72	30531.11	19188.56	23346.5	14821.21	10944.66	11294.42
EC:3.1.3.15	81999.06	90866.57	69592.61	68303.37	109889.26	23273.74	64763.13	121389.51	103889.48	86617.54	57200.23	86571.77	142441.25	86780.68	117705.01	87813.72	98775.64	120830.57	233796.08	75621.78	138470.23	93441.29	85181.94	101049.57	55792.76
EC:3.1.3.16	100731.84	99077.49	97656.05	112035.74	100562.5	29413.47	81718.1	97859.5	177745.33	74635.63	93157.71	52099.63	133746	98284.92	111330.97	92869.19	105182.08	85107.63	161798.97	100863.6	89011.56	54291.75	66582.08	152401.38	54358.81
EC:3.1.3.18	130772.66	126911.62	125079.57	137778.48	149391.21	34734.73	103659.64	137515.93	220599.57	114355.02	115327.44	90801.49	208032.69	102310.68	111652.04	110530.33	138485.23	123127.42	229739.62	111182.34	131799.6	146003.62	147691.32	187892.91	85755.03
EC:3.1.3.2	23451.41	32082.75	7173.42	7812.05	14671.53	9580.43	15507.36	31431.38	6988.54	24351.66	7497.66	17091	28511.79	33783.22	45686.19	36173.56	26075.35	23652.8	36557.16	56745.8	33102.66	22820.81	17319.55	18069.8	16243.64
EC:3.1.3.23	34144.51	47660.38	6632.85	8760.01	15619.24	13880	21588.27	40915.87	10513.02	32768.99	8363.99	21520	38380.5	46430.65	63734.15	51489.75	36026.25	33163.37	51387.87	83837.99	47130.99	17020	9349.74	29679.65	22801.5
EC:3.1.3.25	50492.66	50429.27	48226.56	51069.9	55381.41	15979.97	52685.17	65412.12	48703.52	49876.61	76546.9	39446.74	78236.34	58688.58	77290.81	52787.26	55871.17	47725.27	64713.15	61889.01	58001.06	78419.34	76655.68	48457.29	34171.08
EC:3.1.3.26	11312.17	15679.46	2132.95	3155.67	5760.08	4554	6525.09	12387.58	2808.34	10659.33	4238.33	6763	14028.5	15336.55	21098.05	16251.25	12039.75	11235.79	17611.29	27810.33	15387.33	16239	13548.58	8590.55	7812
EC:3.1.3.27	41339.97	53312.82	11902.15	14248.34	31230.97	15080.46	24344.5	47619.17	10144.27	40426.11	16110.78	33899.37	57889.71	52201.88	72305.13	56942.01	40592.5	39549.07	60755.31	85814.41	52535.22	38251.14	35569.88	29436.06	30080.5
EC:3.1.3.3	53377.45	50911.78	52131.77	51359.52	53973.41	13679.15	51551.93	54641.28	58389.22	49158.48	81456.58	37424.37	75995.12	44859.32	58422.09	41409.41	51041.82	43879.32	48784.04	57547.43	34378.76	78490.2	72141.19	51551.12	36137.69
EC:3.1.3.4	11072.17	15484.46	1911.95	2820.67	4904.08	4574	6883.09	13328.29	2759.34	10310.33	3302.33	6618	12512.5	15285.55	21150.05	17037.25	11736.75	10948.79	17007.29	27648.33	15050.33	5816	7167.58	8533.55	7423.5
