D3_inulin	D3_control	D2_xos	D2_inulin	D2_control	PCR_blank	D8_xos	D8_inulin	D8_control	D7_xos	D1_xos	D7_inulin	D7_control	D6_xos	D6_inulin	D6_control	D5_xos	D5_inulin	D5_control	D4_xos	D4_inulin	D1_inulin	D1_control	D4_control	D3_xos
EC:5.3.3.8	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12496.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:5.3.4.1	13027.17	16020.46	2475.95	4420.67	7847.08	4804	8260.09	14598.29	3236.34	12573.33	8636.33	7806	18192.5	15868.55	23048.05	17319.25	13078.75	12164.79	18142.29	28088.33	16689.33	48825	45582.58	8983.55	10783
EC:5.3.99.10	666	543	4798	80	4225	1709	916	629	222	375	4587	414	5641	3048	1018	207	643	670	671	943	80	229	4136.4	668	942.8
EC:5.3.99.11	841.5	1043.12	1666.95	2005	1153.08	916.5	2648.75	2101.58	1783	977	1292.5	333	639.5	827.55	848.38	1010.92	2374.42	1492.79	1453.29	3144	367	313.67	450.25	935.55	474
EC:5.4.2.10	59378.98	59650.21	56330.07	54248.75	54838.47	17904.94	52380.42	56550.47	77397.89	42829.8	67235.3	29862	69028.51	58574.37	70153.86	54956.13	63290.6	60633.72	108877.51	67644.55	51578.76	32366.98	37591	78932.95	35747.59
EC:5.4.2.11	55835.66	56769.21	73227.84	57402.24	67792.49	19770.45	89511.08	72149.84	19938.11	71799.51	182091.69	58434.4	83300.46	77616.59	118318.27	60260.82	62632.16	76523.27	90704.87	82335.11	66883.23	98298.85	110366.57	54747.55	42266.64
EC:5.4.2.12	182980.96	183361.27	175393.34	171541.15	193609.36	54230.07	188510.83	217681.13	240805.56	158135.76	202833.66	131971	240767.5	180929.66	219571.26	167364.92	208198.12	190420.42	335874.91	179332.17	164649.62	133222.86	141745.45	242140.09	110567.54
EC:5.4.2.2	77217.04	76721.7	72295.24	71788.51	81498.56	22153.33	67806.14	81880.2	108140	64513	85438.34	51079.12	100018.26	74466.79	89275.31	71175.2	78816.87	75658.68	134534.49	76639.69	64528.82	65374.54	65382.87	100787.75	47463.06
EC:5.4.2.6	2887.23	3339.67	1847.47	3216.8	4416.3	3298.37	7816.4	11118	2427.8	4337.16	8023.65	8204.2	15736.55	31473.23	44583.77	22571.62	11898.47	8900	25020.3	3544.6	3839.53	4980.53	2865.6	10124.1	1891.13
EC:5.4.2.7	45318.95	49221.3	33164.5	38256	40459.93	16228.42	26423.13	44938.09	64817.87	30750.94	20779.05	22563.59	55024.66	52123.83	59781.78	50335.24	49898.11	49144.55	99209.73	49707.09	46792.51	14917.67	15151.52	50623.7	25345.18
EC:5.4.2.8	11688.4	9993.65	13044.17	9836.59	25562.09	2960.39	17840.05	24902.11	6477.45	20238.7	18104.54	22045.78	29871.09	13788.42	19844.62	14832.56	12878.93	11920.46	19623.65	5988.64	11889.23	43255.9	42948.36	9667.81	11417.8
EC:5.4.2.9	413.74	301.17	1061.77	654.8	2408.06	177.69	482.51	667.57	500.97	661.09	1774.29	375.2	3374.69	375.26	498.86	414.31	295.23	276.71	591.37	645.34	815.23	884.89	591.94	632.06	588.83
EC:5.4.3.2	8633.81	7374.85	10440.04	8408.31	25045.87	2701.64	9442.07	17402.4	5705.21	17442.92	17775.49	19351.9	28294.75	12078.17	17766.42	11571.32	11184.42	10084.74	14223.06	5692.56	10548.11	35016.43	31535.35	8240.22	7261.9
EC:5.4.3.3	736	476	720.66	372.66	3114.34	444	448.66	490	822.66	326	686	194	4300	1085.34	930	1290	575.34	592.66	1682.66	524.66	212	154	144	900.66	308
EC:5.4.3.5	747	748.5	493.5	270.5	1094	417	489.5	557.5	766	282.5	500.5	231	5880.5	1332.5	1191	2046.5	453	562	1908	427	277.5	232.5	184	1338.5	575.5
EC:5.4.3.8	31270.79	30414.43	30007.58	17907.68	34817.97	11860.52	17267.2	24079.04	32061.71	20171.85	18889.27	13149.32	42816.48	31191.88	31059.41	28585.49	22938.81	21446.46	35563.97	40579.35	39711.46	20237.48	24573.81	37420.25	19424.26
EC:5.4.4.2	28863.33	37726.45	18303.08	13277.39	34071.27	12543.3	28595.84	47335.53	9429.68	36332.24	23854.81	32108.82	55308.26	44034.61	59698.34	44039.64	36829.89	34869.12	54913.91	60624.76	39957.66	42011.81	40502.47	23219.2	22117.31
EC:5.4.99.1	22221.34	30828.68	3910	5483.34	9838	9274	12836.68	24478.42	5458.68	20266.66	5596.66	13108	25016	30200	41081.34	33916.66	22507.66	20556	32242	55282.66	29858.66	10952.66	6004.66	16818	14698
EC:5.4.99.12	90549.73	87391.16	88926.67	101283.85	106158.28	26012.05	81594.22	96627.62	122300.97	71400.66	90405.38	57987.07	134603.04	96967.52	116820.28	88376.57	103817.29	84547.01	159773.6	93086.48	72207.12	70576.26	73315.86	109171.29	54571.82
EC:5.4.99.15	0	0	0	0	4	0	0	0	0	0	0	0	3.5	0	353	0	0	0	0	0	0	0	0	0	17.5
EC:5.4.99.16	5500.7	5374.53	11830.81	10441.27	4326.06	943.22	9581.02	3685.63	5433.13	7709.35	5472.75	1814.98	2176.88	3187.22	5965.08	2177.04	6047.1	7320.34	3894.27	10923.23	2567.93	4939.7	2563.02	18305.07	4869.13
EC:5.4.99.17	15	8.67	14.33	4.33	646.67	4	4.33	9.33	5.33	9.33	6	4.67	1925	61	28.33	68	5	6.67	13	4.33	0	1.33	2.67	7	14.67
EC:5.4.99.18	67141.71	67659.86	66131.57	62249.67	75255.06	19937.33	66433.14	77577.2	81741.33	59871.17	78396.84	48946.12	94536.76	69387.79	86294.48	64979.03	73545.2	69925.18	119852.32	72474.19	61951.99	63654.21	64568.7	83477.59	43597.73
EC:5.4.99.19	60889.64	61883.51	40023.96	56684.39	58630.07	18536.75	33363.61	55108	86009	43022.08	31359.13	29289.43	78970.65	72658.82	85451.18	65921.35	64513.51	61444.32	130382.97	57756.12	72067.46	30913.05	30007.13	79856.68	33451.33
EC:5.4.99.2	34532.81	36445.22	30320.9	22813.61	61286.26	10495.1	39368.12	59927.96	15159.1	50401.49	37184.31	53912.96	75111.36	41622.34	58191.51	42623.95	36567.33	34995.68	49985.3	40560.93	37679.89	73016.69	61793.85	24256.46	26489.3
EC:5.4.99.20	11209.17	15739.13	1991.28	2754.83	5647.75	4556	6737.42	13418.62	2742	10119.66	2758.33	6537.67	14535.5	15477.88	21229.21	17260.25	14333.75	13294.46	24469.29	27729.66	14940.33	5567.33	3026.25	8582.72	7373.17
EC:5.4.99.21	28474.24	30878.05	18636.32	26841.42	23079.33	8397.63	16045.13	23495.98	31462.68	18820.82	11456.78	10797.09	39887.98	25060.96	28111.31	27533	30347.25	21589.61	47285.16	41376.8	22531.06	24285.12	28783.19	33789.68	16311.49
EC:5.4.99.22	47442.88	50323.19	49028.23	35618.1	58161.56	15940.33	58858.14	67440.2	42201.33	51311.34	78712.51	45001.12	70453.16	59671.29	80344.88	54191.66	55155.53	59004.18	93518.32	58931.19	55886.06	63963.88	62839.5	58056.46	34994.7
EC:5.4.99.23	149369.64	146676.37	152099.03	153133.93	188697.14	46442.69	137235.02	178958.61	218586.29	138294.75	157160.8	121840.28	233853.08	161900.48	192641.44	145322.93	166096.91	150529.46	274495.45	125700.68	126870.66	145632.31	145960.54	197698.84	91226.8
EC:5.4.99.24	43299.66	47981.76	29738.9	37880.15	36369.62	12872.45	23036.98	40443.71	77353.7	31431.1	13482.47	17128.58	54884.57	36020	37993.23	43805.53	44584.29	42237.46	90469.88	48679.9	47101.41	23604	20080.5	65550.52	27217.42
EC:5.4.99.25	67119.71	67656.86	65976.57	62286.67	74848.06	19977.33	66579.14	77697.2	81789.33	59897.17	83651.84	49024.12	94536.76	69397.79	86533.48	65030.03	73616.2	70013.18	120002.32	72537.19	62102.99	67526.21	68400.7	83612.59	43700.73
EC:5.4.99.26	12726.17	15722.46	2029.95	3262.67	5449.08	4628	7144.09	13640.29	2929.34	10706.33	4192.33	6913	14019.5	15445.55	21477.05	17093.25	11895.75	11215.79	17226.29	27748.33	15455.33	16451	13744.58	8626.55	9413.5
EC:5.4.99.27	11094.17	15487.46	2120.95	2818.67	5392.08	4556	6687.09	13308.29	2750.34	10122.33	2713.33	6533	12501.5	15290.55	21108.05	17017.25	11741.75	10948.79	17011.29	27640.33	14941.33	5564	3023.58	8467.55	7356.5
EC:5.4.99.28	27709.23	31236.89	26197.41	22307.43	28789.33	7863.23	39734.48	41362.85	8950.87	34366.45	58036.12	27524.28	38113.66	29500.52	45373.8	29924.57	27894.01	29162.29	31882.98	45550.89	27999.06	42185.48	37449.03	21802.74	21802.8
EC:5.4.99.29	27709.23	31236.89	26197.41	22307.43	28789.33	7863.23	39734.48	41362.85	8950.87	34366.45	58036.12	27524.28	38113.66	29500.52	45373.8	29924.57	27894.01	29162.29	31882.98	45550.89	27999.06	42185.48	37449.03	21802.74	21802.8
EC:5.4.99.5	111984.66	114547.25	106754.66	94228.05	107505.35	31597.17	97936.37	113693.74	132823.78	90231.42	135118.16	62066.42	136318.97	89952.04	107267.72	91939.83	116696.92	119230.23	203682.8	129082.36	105267.87	81524.64	85982.14	135940.97	70155.32
EC:5.4.99.58	176	128	125	129	347	89	63	82	144	68	84	52	156	446	552	762	192	181	477	110	79	59	43	133	153
EC:5.4.99.60	24950.82	21159.8	22102.03	29869.48	29413.45	5785.12	10070.98	14723.46	45143.44	11890.19	7431.14	7335.75	31116.48	15222.7	10801.43	17850.21	21598.63	14493.17	37856.92	14469.99	8157.83	4629.92	3796.26	35122.97	11324.59
EC:5.4.99.61	24950.82	21159.8	22102.03	29869.48	29413.45	5785.12	10070.98	14723.46	45143.44	11890.19	7431.14	7335.75	31116.48	15222.7	10801.43	17850.21	21598.63	14493.17	37856.92	14469.99	8157.83	4629.92	3796.26	35122.97	11324.59
EC:5.4.99.62	16257.69	18612.76	12122.74	7918.14	21699.3	9532.22	14688.17	21678.81	5944.81	13982.32	10809.79	12080.95	23944.93	35568.11	45746.08	29706.34	18705.84	17662.62	33179.57	32456.12	19676.86	8849.05	9299.94	17153.62	10342.69
EC:5.4.99.9	42117.74	34944.99	51843.73	53087.87	47209.86	9053.89	48971.44	38311.53	63978.74	36412.14	59434.73	31419.38	53834.53	24081.84	27922.38	26226.49	41361.26	30272.33	47009.37	38871.27	39216.5	27051.83	30727.31	46938.65	26591.45
EC:5.5.1.1	58.5	126.12	29.95	0	72.08	0	324.75	1112.58	0	0	44	0	72.5	312.55	263.38	61.92	519.42	699.79	941.29	72	0	60.67	16.25	122.55	0
EC:5.5.1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:5.5.1.2	58.5	126.12	89.95	100	328.08	135	868.75	2401.29	191	106	44	110	190.5	839.55	861.38	1640.92	519.42	747.79	1057.29	104	0	212.67	119.25	256.55	51
EC:5.5.1.4	11581.03	11155.81	18762.37	16079.13	20562.43	2388.56	21176.58	21301.15	4497.36	20285.79	12196.79	19358.28	21481.33	11694.55	17164.27	10675.07	12280.51	12786.13	12554.23	14224.06	11958.06	17278.78	22690.2	10324.81	10922.8
EC:5.99.1.2	209150.36	206367.2	199242.5	202005.94	262429.6	60045.38	175898.96	257862.29	305907.04	196160.85	196291.63	174295.06	351397.3	245045.02	306799.9	227862.36	213072.64	189878.47	339469.91	180476.84	216372.6	260785.44	233164.29	269510.48	130131.27
EC:5.99.1.3	205259.74	198601.39	214982.33	215589.81	217244.13	55739.17	201479.77	201446.06	301953.83	165620.16	263044.84	123239.07	277645.21	177536.42	208048.65	172121.79	222474.73	190058.69	328727.66	215246.71	149289.51	151967.07	166625.97	278387.1	126958.85
EC:6.1.1.1	68689.04	68125.78	67736.88	63343.23	80275.31	20485.33	67555.14	78375.55	82770.58	60741	84088.09	49485.12	95270.76	70251.79	87227.73	65588.2	74360.62	70719.18	121307.82	73479.44	62877.32	64348.04	68974.45	86885.17	44045.81
EC:6.1.1.10	71647.03	69984.32	74824.18	66791.08	84330.76	21145.62	72907.21	83091.62	91277.85	62292.95	85323.15	54410.54	100758.55	72461.07	89285.06	67360.62	79881.74	72598.84	126670.4	77703.1	63962.64	65467.88	72668.68	89143.09	45397.96
EC:6.1.1.11	67238.71	67736.86	66344.57	62271.67	75480.06	20093.33	67333.14	77924.2	82206.33	59958.17	83791.84	49038.12	94612.76	69750.79	86672.48	65256.03	74024.2	70151.18	120542.32	73154.19	62048.99	64621.21	65610.7	83722.59	43676.73
EC:6.1.1.12	71128.21	70967.86	70006.74	64776.67	79473.06	21108.33	69890.14	80286.2	88918.83	64893.67	85112.17	50113.12	104483.76	72132.29	88689.48	68314.53	76825.2	73079.18	124356.32	76572.69	64133.99	67278.21	72918.7	100732.59	46993.23
EC:6.1.1.13	13194.32	10465.58	14164	7115.2	22435.2	8665.96	14092.54	14142.56	5142.22	10210.4	27932.66	10433.84	19179.24	39137.4	48275.6	23409.86	18305.3	16655.7	28384.26	7244.3	4591.7	6715.14	18693.32	12983.04	6015.34
EC:6.1.1.14	89374.71	90535.61	79226.27	72959.94	92616.66	28103.39	86713.41	103578.92	95249.45	77921.28	98214.25	67700.12	117696.97	104539.46	134092.75	97240.87	100652.43	92455.24	155497.41	106994.5	80952.17	88353.53	89929.95	100151.08	57022.43
EC:6.1.1.15	68174.71	68813.86	66812.57	62862.67	76162.06	20476.33	67660.14	78251.2	85109.33	62719.17	83719.84	50955.12	95942.76	70509.79	87124.48	66422.03	74253.2	70460.18	120871.32	73047.19	62513.99	64395.21	69178.7	84790.59	44373.73
EC:6.1.1.16	68491.21	67991.98	67251.52	62993.67	79898.14	20442.33	67376.89	79049.78	82495.33	60215.17	83482.84	49157.12	95032.26	70387.34	87321.86	65529.95	74787.62	71379.97	122132.61	73320.19	62245.99	64079.88	64789.95	84096.14	43857.73
EC:6.1.1.17	75238.18	75866.57	82106.84	76279.07	77800.18	18870.09	85047.4	80411.7	103042.37	67579.1	111450.51	51815.53	97777.2	57668.89	72879.84	61968.37	79151.21	73777.58	114706.26	88102.07	65170.64	67419.15	68550.48	91836.65	51495.39
EC:6.1.1.18	47596.22	48202.91	37308.15	43471.57	57697.29	13509.01	34422.79	51763.34	66397.72	44541.39	28030.01	34135.87	73963.23	42444	48933.1	45772.69	47807.64	35937.08	68991.18	51373.96	35910.89	53372.98	45023.54	65420.99	30940.23
EC:6.1.1.19	66045.71	67319.86	65363.57	51428.67	72889.06	19994.33	66419.14	78207.2	76997.33	59733.17	82983.84	49049.12	96941.76	69039.79	86454.48	64685.03	72776.2	69757.18	119968.32	72413.19	80417.99	64615.21	68768.7	85659.59	43817.73
EC:6.1.1.2	67297.21	67850.98	66620.52	62458.67	75461.14	20137.33	67778.89	80297.49	82034.33	60403.17	83313.84	49164.12	94703.26	70342.34	87721.86	66736.95	74215.62	70793.97	121112.61	72760.19	62161.99	64311.88	68901.95	85240.14	43752.23
EC:6.1.1.20	134629.42	135627.72	132733.14	124884.34	151339.12	40271.66	133977.28	155806.4	164326.66	120068.34	166415.68	98218.24	192997.52	140005.58	174134.96	132180.06	147945.4	140641.36	242109.64	145838.38	124512.98	128849.42	130430.4	167828.18	87764.46
EC:6.1.1.21	67187.71	67781.1	66214.81	62470.67	75473.06	20251.33	68311.64	81963.3	82067.33	60509.17	83236.84	49464.12	94675.76	70790.55	87923.24	68259.53	74335.7	71057.42	121371.56	72670.19	62123.99	64495.21	69021.2	83878.35	43785.73
EC:6.1.1.22	54376.34	57036.19	47797	48303.42	66588.27	18030.56	45467.6	70188.47	74456.06	49838.81	41652.84	44500.71	87619.16	64293.17	78028.65	61392.3	64895.71	59038.76	114788.38	58282.73	57947.99	51027.65	49841.55	61549.34	33394.07
EC:6.1.1.23	18003.78	15855.8	16424.66	25011.61	21644.75	4099.69	7078.52	9831.52	35038.17	7550.49	6087.81	4013.42	26103.94	9688.83	7096.83	10775.28	14843.63	8687.16	18223.81	11264.36	5785.06	3478.68	6738.33	19375.66	7404.89
EC:6.1.1.24	7741.03	6103.79	9871.15	4370.6	12193.72	4566.66	8778.98	9808.83	3192.38	8447.98	13834.08	8967.5	13323.31	20717.32	25010.72	13306.99	9820.48	9570.27	16337.4	3954.28	3650.85	3695.22	8325.72	8793.94	3700.5
EC:6.1.1.3	67556.21	67987.98	66772.52	62552.67	76668.64	20196.33	67407.89	79257.38	82128.33	60328.17	84100.84	49191.12	98029.26	70289.34	87126.86	65430.95	74429.62	71031.97	121925.61	72906.19	62396.99	64702.88	69373.35	85572.14	43933.73
EC:6.1.1.4	67141.71	67659.86	66215.57	62333.67	75464.06	20087.33	66521.14	77672.2	81869.33	59928.17	82655.84	49015.12	94606.76	69643.79	86573.48	65236.03	73791.2	70358.18	121058.32	72544.19	62128.99	63955.21	64668.7	83746.59	43661.73
EC:6.1.1.5	67495.71	67878.86	66727.57	62807.67	77689.06	20156.33	67474.14	78277.2	82003.33	61080.17	84373.84	49355.12	99048.76	69968.79	87264.48	65519.03	74695.2	72089.18	122377.32	72821.19	62966.99	66194.21	75952.7	84369.59	44461.73
EC:6.1.1.6	90444.05	99526.78	70729.47	68751.01	87864.22	29274.33	80033.32	105168.07	88675.01	80493.83	88943.5	62341.12	122929.26	100964.89	128877.58	99375.53	101533.7	93823.76	161282.9	128726.85	92661.65	75475.21	75367.86	101361.69	59051.23
EC:6.1.1.7	92775.16	90138.49	86601.2	91758.15	104527.31	25989.52	78557.16	93074.72	132871.5	76102.83	91734.15	58968.54	127891.8	83498.12	96126.91	81561.84	99615.49	85546.67	163454.8	88304.55	71972.82	79842.06	83418.23	113632.72	57376.99
EC:6.1.1.9	68306.85	69011.43	66999.14	62991.67	76466.92	20568.62	67649.85	78756.77	85406.9	60678.46	84593.13	49510.12	99328.05	70990.65	87665.34	67540.74	74406.63	70853.89	122237.89	73381.33	63958.42	64937.5	65510.84	85213.45	44751.16
EC:6.1.2.1	756	671.5	629.5	612	1735.5	962.5	2311.5	4866.5	668	1860.5	439	3870	1268	14810	21408.17	10209.5	1627	1119	3434.5	1295	1874	2192.5	1136.5	1116.5	665.5
EC:6.2.1.1	10943.73	11219.1	21361.79	9485.09	31812.33	6354.06	17590.31	25974.69	9682.28	19706.37	25793.54	20569.95	37420.75	19793.63	21081.83	14261.15	13340.85	12312.75	23124.61	7536.98	11412.73	32925.57	40025.58	23435.53	10925.57
EC:6.2.1.13	1454	559	1460	11526	3787	258	613	238	5238	668	458	314	949	746	602	753	1123	653	1059	808	540	252	289	368	372
EC:6.2.1.14	2383	1275.75	1195.75	764.25	5118	566	728.75	426.25	1010	1576.75	928.25	2176.5	1938.25	1290.25	1131.5	1263.25	1201	1652	2279.5	822.5	165.25	111.75	191.5	688.75	814.75
EC:6.2.1.16	0	0	0	49	4	0	202	0	0	181	610	62	11	0	20	0	0	0	0	15	54	198	4130	0	48
EC:6.2.1.17	0	13	0	64	13	242.67	544	1312.71	164.67	339.33	0	110	0	495	576	1953	0	0	0	32	0	171	103	96	51
EC:6.2.1.20	11119.17	15493.13	1929.28	2766	5698.75	4556	6725.42	13356.62	2752.67	10119.66	2698.33	6551.67	14426.5	15367.55	21132.38	17085.25	11741.75	10955.46	17020.29	27637.66	14951.33	5565.33	3026.25	8471.55	7371.17
EC:6.2.1.22	2362.5	2120.96	2077.01	2408.06	4143.5	1843.25	4196.41	4540.29	1314.59	2745.74	1579.5	2696.83	5470.84	2491.05	2295.13	3490.67	3659.42	4465.21	6618.96	1078.33	1081.33	857	871.58	5553.8	1545.16
EC:6.2.1.26	19300.56	22212.94	15535.48	10690.42	29008.91	8535.9	21427.7	33162.84	6662.94	26393.61	21703.98	25811.12	44083.86	28540.44	38270.24	26466.54	24880.42	23663.54	37019.53	32728.73	25459.03	46516.54	43508.84	14793.4	16769.91
EC:6.2.1.3	103584.86	97015.88	121126.74	110015.49	124760.62	21706.58	144179.14	127409.43	61221.86	122186.18	247882.1	99403.73	140516.23	80331.38	123326.88	74042.76	96210.79	93870.49	92507.45	111733.08	78001.08	202423.6	213775.37	86032.99	83257.42
EC:6.2.1.30	27340.02	27840.24	35089.26	27265.18	61394.48	7634.75	36543.71	58423.48	24834.74	46402.12	43301.58	46588.4	72712.08	36283.3	50327.08	34378.93	32726.34	27390.3	47606.62	17402.84	30391.89	84680.3	70530.09	38557.33	24511.16
EC:6.2.1.5	47850.2	52809.52	53766.7	38915.5	55667.74	16648.48	59764.4	47928.9	13701.94	50210.98	106033.06	43810.9	76875.12	53839.14	75481.02	50006.9	44847.42	50871.22	57440.32	87789.98	48403.26	63644.98	79544.34	41844.46	36620.8
EC:6.3.1.1	47912.11	52665.19	33660.62	41613.71	55384.55	13756.11	34748.87	58934.64	62641.85	42979.73	36441.19	34766.34	73093.11	43628.94	53181.14	47801.27	55212.41	54373.84	107951.41	48641.3	54679.79	51999.62	49287.88	54931.82	29240.3
EC:6.3.1.10	32139.95	29855.85	29276.33	35036.45	39099.54	8014.11	22797.6	32461.94	57941.18	25478.11	20772.93	14866.12	44188.58	24646.77	21826.8	27951.91	30265.58	19760.43	45708.28	18592.88	13542.56	30033.6	22743.01	41206.26	17910.73
EC:6.3.1.11	11072.17	15484.46	1908.95	2677.67	4900.08	4417	6137.09	12010.58	2557.34	9997.33	2692.33	6423	12496.5	14790.55	20540.05	15420.25	11715.75	10935.79	16983.29	27601.33	14929.33	5404	2915.58	8355.55	7301.5
EC:6.3.1.12	10152.49	9061.16	19456.17	16897.66	11579.92	4457.42	20345.83	13121.33	23391	13537.33	18423	11606.25	13203.58	22281	30138	18999.83	14575.58	11111.33	11037.17	17436.25	6368.92	7012.08	10871	12454	7615.5
EC:6.3.1.13	0	0	0	0	0	0	15	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
EC:6.3.1.2	137369.78	139903.94	139938.02	137441.05	162378.89	37219.55	128920.4	162218.01	191039.33	126112.49	167548.03	105907.22	213847.12	122775.75	152392.2	123227.26	150951.88	151435.88	271798.64	125394.52	157094.68	143056.68	136782.83	168648.33	90367.55
EC:6.3.1.5	19288.83	20817.08	9136.7	6489.77	16440.43	8925.73	13729.11	20446.22	5557.45	14972.28	16410.41	11866.17	22211.37	35162.67	45258.77	29231.01	20781.9	19501.89	31198.59	31290.48	17308.68	8963.82	10696.82	15852.32	11985.17
EC:6.3.1.8	11072.17	15484.46	1911.95	2749.67	4904.08	4552	6681.09	13299.29	2727.34	10110.33	2692.33	6533	12501.5	15285.55	21104.05	17017.25	11736.75	10948.79	17007.29	27633.33	14937.33	5564	3023.58	8464.55	7356.5
EC:6.3.2.1	33245.4	34758.11	29984.51	32196.13	45860.92	11615.89	28942.06	41443.62	39929.03	35508.45	28659.7	30909.62	61398.1	37205.72	44707.52	35639.6	34036.1	27128.25	40055.77	41666.22	29779.41	50400.98	47220.63	47867.49	22578.64
EC:6.3.2.10	70517.85	71144.43	67216.14	63668.67	78587.92	20854.62	67726.85	81038.77	82698.9	63665.46	86094.13	52200.12	103417.05	71659.65	88841.34	67614.74	75960.63	72433.89	124482.89	73946.33	81938.42	76388.5	76224.84	85377.45	46903.16
EC:6.3.2.12	88830.97	86852.99	82634.11	87954.81	88924.86	23989.36	75433.51	88678.13	118167.56	71749.2	89514.85	54734.59	117149.58	78786.76	92944.68	75256.18	93058.97	80902.28	135873.82	86075.99	69061.22	67918.41	68941.11	108608.42	52949.13
EC:6.3.2.13	67758.94	68519.86	63214.29	65970.13	75574.78	20243.36	69835.62	80459.7	85358.38	63835.92	86029.74	51767.49	98381.98	69539.27	89223.33	67305.31	78081.42	73855.51	129791.62	73857.21	83475.11	76623.33	76940.23	89844.36	44078.2
EC:6.3.2.17	88830.97	86852.99	82634.11	87954.81	88924.86	23989.36	75433.51	88678.13	118167.56	71749.2	89514.85	54734.59	117149.58	78786.76	92944.68	75256.18	93058.97	80902.28	135873.82	86075.99	69061.22	67918.41	68941.11	108608.42	52949.13
EC:6.3.2.2	25388.82	28393.88	19253.98	18823.68	12424.55	8785.28	28710.84	26097.64	10597.31	22495.39	46367.89	13191.5	18639.9	33997.12	49166.85	30122.77	26132.35	27014.05	33977.84	43204.97	20653.58	13524.23	12995.91	36719.98	16334.26
EC:6.3.2.29	371.62	355.46	1557.21	420.91	749.5	82.69	514.77	522.52	206.92	535.08	121.31	94.92	155.69	250.08	248.08	252.69	395.54	253.16	1668.31	506.61	750.15	121.77	81.08	2942	257.23
EC:6.3.2.3	11072.17	15484.46	1908.95	2741.67	4900.08	4552	6681.09	13299.29	2688.34	10103.33	2692.33	6533	12501.5	15285.55	21104.05	16999.25	11715.75	10935.79	16983.29	27633.33	14929.33	5556	3018.58	8451.55	7352.5
EC:6.3.2.30	371.62	355.46	1557.21	420.91	749.5	82.69	514.77	522.52	206.92	535.08	121.31	94.92	155.69	250.08	248.08	252.69	395.54	253.16	1668.31	506.61	750.15	121.77	81.08	2942	257.23
EC:6.3.2.31	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:6.3.2.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:6.3.2.34	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:6.3.2.35	3162	5448	1925.67	1862	5796	1198	1860	10138.5	4555	1596	1230.33	1668	8658	3991	6296	5420	6527	15988	33511	1975	20972	1641	949.75	4646	2520
EC:6.3.2.36	22	3	209	69	488	4	6	9	23	12	21	0	0	5	4	0	5	0	4	7	4	0	0	3	0
EC:6.3.2.38	0	0	0	0	0	0	0	47.71	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	17.5
EC:6.3.2.39	0	0	0	0	0	0	0	47.71	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	17.5
EC:6.3.2.4	78840.16	80781.78	70505.09	66220.78	86055.81	24821.35	74215.17	83251.07	85451.25	70427.24	86691.31	55238.88	110937.12	84276.59	104341.61	80816.47	81924.66	67443.8	110148.75	101190.96	77219.3	69649.31	73088.02	93814.47	50939.13
EC:6.3.2.5	64724.08	64885.2	64821.63	60375.5	72265.26	19506.59	64300.94	75767.6	78604.76	59050.37	76351.34	48569.96	92242.7	67588.82	84429.81	63964.76	73004.54	69051.85	119736.42	71839.49	61325.99	65313.28	65286.1	81553.76	41217.57
